business_num_id,business_name,address,city,postal_code,latitude,longitude,business_stars,is_open,serve_burger,serve_sandwich,serve_pizza,serve_breakfast,serve_mexican,serve_american,serve_italian,serve_japanese,serve_hot_drink,god_for_kids,price_range,accepts_credit_card,outdoor_seating,dress_code,reservations,good_for_groups,alcohol,has_tv,wifi,noise_level,smoking,reservations_only,dogs_allowed,competition_distance
2068,Commission des Liqueurs,4521 Boulevard St-Laurent,Montreal,nan,45.5205049656,-73.5869984786,3.0,0,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,True,nan,True,nan,nan,nan,nan,nan,13
2069,Chef Akbar,15742 Boulevard Pierrefonds,Montreal,nan,45.4792898,-73.8663273,3.5,1,0,0,0,0,0,0,0,0,0,True,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,nan,nan,26
2070,Fry's & Fry's Marketplace,520 E Baseline Rd,Phoenix,85042,33.3792087,-112.0661739,1.5,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88
2071,L'Gros Luxe Mile End,150 Rue Bernard O,Montreal,nan,45.5253533,-73.6037839,4.0,1,0,0,0,1,0,0,0,0,0,False,2,True,False,casual,True,True,full_bar,True,no,average,no,False,False,30
2072,L'Oeufrier,4903 Avenue du Parc,Montreal,H2V 4E7,45.518992,-73.5940351,4.0,1,0,0,0,1,0,0,0,0,0,True,2,nan,True,casual,True,True,nan,True,nan,average,nan,nan,nan,14
2073,Gyros Pita,"1930 W Pinnacle Peak Rd, Ste 101",Phoenix,85027,33.6988861,-112.1012447,4.0,1,0,0,0,0,0,0,0,0,0,nan,nan,True,False,nan,False,nan,none,False,no,nan,nan,nan,False,8
2074,Aliments Merci,282 Place du Marche du Nord,Montreal,H2S 1A1,45.5362046,-73.6138,4.0,1,0,0,0,0,0,0,0,0,0,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11
2075,O Steak,9705 Boulevard de l'Acadie,Montreal,H4N 2W2,45.535562,-73.663376,3.5,0,0,0,0,0,0,0,0,0,0,True,2,nan,nan,dressy,True,True,nan,nan,no,nan,nan,nan,nan,0
2076,Ramiros Mexican Food,3329 E Bell Rd,Phoenix,85032,33.6400807,-112.0101894,3.0,1,0,0,0,0,1,0,0,0,0,True,1,True,False,casual,False,False,none,True,no,average,nan,nan,nan,22
2077,Deli 365,365 Rue Bernard O,Montreal,H2V 1T6,45.5234414,-73.6058848,3.5,1,0,1,0,0,0,0,0,0,0,False,2,nan,False,casual,True,False,none,True,nan,average,nan,nan,nan,4
2078,Great Dragon Restaurant,2624 W Bethany Home Rd,Phoenix,85017,33.5244141,-112.1150359,1.5,1,0,0,0,0,0,0,0,0,0,False,1,True,False,casual,False,True,none,True,no,very_loud,nan,nan,nan,93
2079,Silver Dragon Chinese Restaurant,8946 N 19th Ave,Phoenix,85021,33.566809,-112.100097,4.0,0,0,0,0,0,0,0,0,0,0,nan,2,True,nan,casual,nan,True,nan,nan,nan,nan,nan,nan,nan,82
2080,Fry's Foodstores,2800 W Dove Valley Rd,Phoenix,85086,33.7859335,-112.1195562,3.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,average,nan,nan,False,46
2081,Yoshi's,12202 N Cave Creek Rd,Phoenix,85022,33.5971784,-112.0380891,4.0,1,0,0,0,0,0,0,0,1,0,nan,nan,True,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,57
2082,Taqueria Don Beto,2722 E McDowell Rd,Phoenix,85008,33.4659719749,-112.0236537606,4.0,0,0,1,0,0,1,0,0,0,0,True,1,True,False,casual,False,True,beer_and_wine,True,no,average,nan,nan,False,62
2083,Le 409,409 Rue McGill,Montreal,nan,45.5004801,-73.5574253,4.5,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,False,nan,True,nan,full_bar,False,nan,nan,nan,nan,False,5
2084,Phoenician Oasis,1620 W Nighthawk Way,Phoenix,85045,33.2964109,-112.0941421,5.0,1,0,0,0,1,0,0,0,0,0,nan,nan,True,nan,nan,nan,nan,nan,nan,free,nan,nan,True,nan,569
2085,Trader Joe's,4821 N 20th St,Phoenix,85016,33.5072229412,-112.0377830646,4.5,1,0,0,0,0,0,0,0,0,0,True,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,22
2086,Rotisserie St-Hubert,1180 Avenue des Canadiens-de-Montreal,Montreal,nan,45.4969715,-73.5692076,2.5,1,0,0,0,0,0,0,0,0,0,True,2,nan,True,casual,True,True,full_bar,True,free,average,nan,nan,nan,55
2087,Hurley's Irish Pub,1225  Rue Crescent,Montreal,H3G 2B1,45.4968584315,-73.5746447806,4.0,1,0,0,0,0,0,0,0,0,0,False,2,nan,True,casual,False,True,full_bar,True,free,average,nan,nan,nan,21
2088,Machete Azteca Estilo DF,6709 W Indian School Rd,Phoenix,85033,33.4944564,-112.203962,3.5,1,0,0,0,0,1,0,0,0,0,True,1,True,False,casual,False,True,nan,True,nan,nan,nan,nan,nan,52
2089,Southwest Restaurant Supply,2507 E McDowell Rd,Phoenix,85008,33.465305,-112.027496,3.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,free,nan,no,nan,nan,107
2090,Wingstop,"1515 N 7th Ave, Ste 152",Phoenix,85007,33.4654961,-112.082056,3.0,1,0,0,0,0,0,0,0,0,0,True,2,True,True,casual,False,True,beer_and_wine,True,free,average,nan,nan,nan,9
2091,Tommy,200 Rue Notre-Dame O,Montreal,H2Y 1T3,45.5037125,-73.5574195,4.0,1,0,0,0,1,0,0,0,0,1,True,2,nan,False,casual,False,False,none,False,free,average,nan,False,nan,10
2092,Pancho's Mexican Buffet,1003 E Indian School Rd,Phoenix,85014,33.4943842,-112.0606304,2.5,0,0,0,0,0,1,0,0,0,0,True,1,True,False,casual,False,True,beer_and_wine,nan,nan,average,nan,nan,nan,85
2093,Caifan Tacos Bar,67 Rue Beaubien E,Montreal,H2S 1R1,45.5312235,-73.6077996,4.5,1,0,0,0,0,1,0,0,0,0,True,2,nan,False,casual,False,True,full_bar,False,free,quiet,nan,nan,nan,9
2094,McDonald's,29555 N Cave Creek Rd,Phoenix,nan,33.7536713411,-111.9909153879,1.5,1,1,0,0,0,0,0,0,0,1,True,1,True,False,casual,False,True,none,True,free,average,nan,nan,nan,1372
2095,Buzznbeez Food Truck,,Phoenix,85283,33.4804846,-111.9971926,4.0,1,0,0,0,0,0,1,0,0,0,nan,2,True,True,nan,True,nan,none,False,no,nan,nan,nan,True,29
2096,Filibertos Mexican Food,23450 N 19th Ave,Phoenix,85027,33.6986559508,-112.1005439874,1.5,1,0,0,0,0,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,6
2097,Tripolis,679 Rue Saint-Roch,Montreal,nan,45.52893,-73.630022,4.5,1,0,0,0,0,0,0,0,0,0,True,2,nan,True,casual,True,True,full_bar,True,no,average,nan,nan,nan,15
2098,Casey Jones Grill,4163 W Thunderbird Rd,Phoenix,85053,33.6106691,-112.1484831,2.0,0,0,0,0,0,0,1,0,0,0,True,1,True,True,casual,False,True,full_bar,True,nan,loud,nan,nan,nan,69
2099,Papa John's Pizza,231 W Thomas Rd,Phoenix,85013,33.4799101,-112.0779712,2.0,1,0,0,1,0,0,0,0,0,0,False,1,True,False,casual,False,False,nan,True,no,average,nan,nan,nan,2
2100,Marche Thai Hour,7130 Rue Saint-Denis,Montreal,H2S 2S4,45.5380342,-73.6144531,3.5,1,0,0,0,0,0,0,0,0,0,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28
2101,Julia Baker Confections,"Biltmore Fashion Park, 2502 E Camelback, Ste 130",Phoenix,85016,33.5082687981,-112.0317156455,4.5,0,0,0,0,0,0,0,0,0,0,False,2,True,False,casual,True,True,beer_and_wine,False,free,quiet,nan,nan,nan,55
2102,Dollar Tree,"1818 W Bell Rd, Ste 120",Phoenix,85023,33.6417771,-112.098427,1.0,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,120
2103,Valle Luna,3336 W Bell Rd,Phoenix,85053,33.6409635847,-112.1315315836,3.5,1,0,0,0,0,1,0,0,0,0,True,2,True,True,casual,True,True,full_bar,True,free,average,nan,False,False,98
2104,Patisserie Solignac,3628 Boulevard Saint-Laurent,Montreal,H2X 2V4,45.514118,-73.57327,3.5,0,0,0,0,0,0,0,0,0,0,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,7
2105,La Petite Adresse,5365 Avenue du Parc,Montreal,H2V 4G9,45.5218296,-73.6006236,4.0,1,0,0,0,1,0,0,0,0,0,True,2,nan,True,casual,True,True,beer_and_wine,False,free,quiet,nan,nan,nan,15
2106,Camelback Colonnade,1919 E Camelback Rd,Phoenix,85016,33.5071775,-112.0422343,3.0,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83
2107,Cafe Rio Mexican Grill,2131 E Camelback Rd,Phoenix,85016,33.5087670009,-112.0356451869,3.0,1,0,0,0,0,1,0,0,0,0,True,1,True,True,casual,False,True,none,True,no,average,nan,nan,nan,10
2108,Pizzeria Martina,3279 Rue Sainte-Jacques,Montreal,nan,45.4829192,-73.5812782,3.5,0,0,0,1,0,0,0,1,0,0,nan,3,nan,nan,casual,nan,True,beer_and_wine,nan,nan,quiet,nan,nan,nan,1
2109,Dunkin',"21705 N 19th Ave, Ste 118",Phoenix,85027,33.682869,-112.099273,2.0,1,0,0,0,0,0,0,0,0,1,nan,1,True,True,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,16
2110,Mikes,5 Complexe Desjardins,Montreal,nan,45.507372,-73.564102,2.5,0,0,0,1,1,0,0,1,0,0,True,2,nan,False,casual,False,True,full_bar,True,no,average,nan,nan,nan,4
2111,Royal Coffee Bar,"2502 E Camelback Rd, Ste 193",Phoenix,85016,33.5107074072,-112.028176512,4.0,1,0,0,0,0,0,0,0,0,1,nan,2,True,True,nan,nan,nan,nan,nan,free,nan,nan,nan,True,4
2112,Bell Chevron,17002 N Cave Creek Rd,Phoenix,85032,33.6408013353,-112.0311577295,2.5,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22
2113,Uptown Plaza,26 42 E Camelback Rd,Phoenix,85012,33.5095649658,-112.0729219168,5.0,1,0,0,0,0,0,1,0,0,0,False,2,True,True,casual,False,True,nan,nan,nan,average,nan,nan,nan,40
2114,Arizona Country Club,5668 E Orange Blossom Ln,Phoenix,85018,33.481822,-111.958133,5.0,1,0,0,0,0,0,0,0,0,0,True,4,True,True,dressy,True,True,full_bar,True,free,average,nan,nan,nan,260
2115,Rainbow Donuts,5001 W Indian School Rd,Phoenix,85031,33.4946284,-112.1671231,4.0,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,none,nan,nan,nan,nan,nan,nan,22
2116,Walmart Supercenter,1607 W Bethany Home Rd,Phoenix,85015,33.522307,-112.092979,2.0,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34
2117,Ni De Aqui Ni De Alla,114 W Adams St,Phoenix,85001,33.4494949,-112.0754424,3.5,1,0,0,0,0,1,0,0,0,0,True,nan,True,True,nan,False,nan,none,False,no,nan,nan,False,True,9
2118,Restaurant Mylys,738 Rue Jarry E,Montreal,H2P 1V9,45.5455933,-73.6266893,3.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,True,nan,True,nan,none,True,free,average,nan,nan,nan,16
2119,Lucky's Liquor,2328 N 16th St,Phoenix,85006,33.473745,-112.048021,4.5,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56
2120,The Habit Burger Grill,745 E Glendale Ave,Phoenix,nan,33.5380278,-112.0632164,4.0,1,1,1,0,0,0,0,0,0,0,True,1,True,True,casual,False,False,none,False,no,average,nan,nan,nan,14
2121,Deli Tavern,"130 N Central Ave, Ste 100",Phoenix,85004,33.4500209,-112.0741848,4.0,0,0,0,0,0,0,1,0,0,0,False,2,True,True,casual,False,True,full_bar,True,free,average,nan,nan,nan,14
2122,Raspados Solaris,"9204 N 7th St, Unit 6",Phoenix,85020,33.570089,-112.0656616,5.0,1,0,0,0,0,1,0,0,0,0,True,1,True,nan,nan,nan,nan,nan,nan,free,nan,nan,nan,False,1
2123,Charr An American Burger Bar,"777 E Thunderbird Rd, Ste 107",Phoenix,85022,33.60731,-112.063404,3.0,1,1,0,0,0,0,1,0,0,0,True,2,True,True,casual,False,True,full_bar,True,free,average,nan,nan,nan,23
2124,The Codfather,"1618 E Bell Rd, Ste 101",Phoenix,85022,33.6409328,-112.0472092,3.5,1,0,0,0,0,0,0,0,0,0,True,2,True,True,casual,False,True,full_bar,True,free,average,nan,nan,nan,23
2125,Chez Fred,5338 Sherbrooke Ouest,Montreal,nan,45.4739687,-73.6092073,4.5,1,0,0,0,0,0,0,0,0,1,nan,2,nan,True,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,10
2126,Sparkles Confections,5615 Avenue de Monkland,Montreal,H4A 1E3,45.4754884238,-73.6231394748,2.0,1,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8
2127,Tic Taouk,"6710 Rue Saint-Jacques, Suite 104",Montreal,H4B 1V8,45.458946,-73.62712,4.5,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47
2128,Ma Brasserie,2300 Rue Holt,Montreal,nan,45.5433956707,-73.5844534312,4.5,1,0,0,0,0,0,0,0,0,0,True,2,nan,True,casual,False,True,beer_and_wine,True,nan,quiet,nan,nan,nan,292
2129,Landry & Filles,,Montreal,,45.5086699,-73.5539925,4.0,1,0,0,0,0,0,0,0,0,0,False,1,nan,nan,casual,False,False,none,False,no,nan,nan,nan,nan,42
2130,Spirite Lounge,"1205, Rue Ontario Est",Montreal,nan,45.5212201,-73.5623253,4.5,0,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38
2131,CoR Tapas & Wine,4500 N 12th St,Phoenix,85014,33.5021428,-112.0565062,4.0,0,0,0,0,0,0,0,0,0,0,False,2,True,False,casual,True,True,full_bar,False,no,average,no,nan,False,3
2132,Pub Lord William,265 Rue des Seigneurs,Montreal,nan,45.4869315446,-73.5670254793,4.0,1,0,0,0,0,0,0,0,0,0,False,2,nan,True,casual,True,True,full_bar,True,free,nan,nan,nan,nan,25
2133,Country Boys Restaurant,1820 S 7th St,Phoenix,85034,33.4299826,-112.0664718,4.0,1,0,0,0,1,0,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,84
2134,Thanjai,4759 Avenue Van Horne,Montreal,H3W 1H8,45.4948656,-73.6374224,4.0,1,0,0,0,0,0,0,0,0,0,True,2,nan,False,casual,True,True,beer_and_wine,True,free,average,nan,nan,nan,20
2135,Sabor Cubano Restaurant,2030 W Camelback Rd,Phoenix,85015,33.509991,-112.103239,4.0,0,0,0,0,0,0,0,0,0,0,True,1,True,False,casual,True,True,beer_and_wine,True,nan,quiet,nan,nan,nan,16
2136,Caffe Mille Gusti,1038 Rue Saint-Zotique Est,Montreal,nan,45.5390626,-73.6051652,4.0,1,0,0,0,1,0,0,0,0,1,True,2,nan,nan,casual,False,False,nan,True,free,nan,nan,nan,nan,15
2137,Barro's Pizza,"3141 E Indian School Rd, Ste 106",Phoenix,85016,33.4938636,-112.0135646,4.0,1,0,1,1,0,0,0,1,0,0,True,2,True,False,casual,False,True,beer_and_wine,True,free,average,nan,nan,False,3
2138,Danky's Bar-B-Q,"4727 E Bell Rd, Ste 31",Phoenix,85032,33.6384005,-111.9795246,4.5,1,0,1,0,0,0,0,0,0,0,True,2,True,False,casual,True,True,full_bar,True,no,average,nan,nan,False,12
2139,Restaurant Chez Luma,3135 Wellington Street,Montreal,nan,45.4710665,-73.5641096,3.5,1,1,0,0,1,0,0,0,0,0,nan,1,nan,True,casual,False,True,nan,True,free,quiet,nan,nan,nan,466
2140,Z Pizza,13637 N Tatum Blvd,Phoenix,85073,33.6101518,-111.9768512,4.0,0,0,0,1,0,0,0,0,0,0,True,2,True,True,casual,False,False,beer_and_wine,True,nan,quiet,nan,nan,nan,37
2141,Flowers Craft Beer & Wine,501 E Roosevelt St,Phoenix,85004,33.4585209,-112.0671432,5.0,0,0,0,0,0,0,0,0,0,0,True,2,True,False,casual,False,True,beer_and_wine,False,nan,average,nan,nan,nan,8
2142,Meet Fresh,1805 Rue Sainte-Catherine O,Montreal,H3H 2H9,45.4938204,-73.5796437,4.5,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,True,nan,nan,nan,nan,nan,9
2143,Fresh & Easy Neighborhood Market,1904 W Glendale Ave,Phoenix,85021,33.5392886,-112.0997588,4.0,0,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54
2144,Bon-D,3036 Rue Masson,Montreal,nan,45.5490409,-73.5741895,3.5,1,0,0,0,1,0,0,0,0,0,True,2,nan,False,casual,True,True,nan,True,no,nan,nan,nan,nan,5
2145,Church's Chicken,5901 W Camelback Rd,Phoenix,85033,33.5092003,-112.1867302,1.0,1,0,0,0,1,0,0,0,0,0,True,1,False,False,casual,False,True,none,False,no,quiet,nan,nan,nan,743
2146,Mo's Pizza,10876 N 32nd Street,Phoenix,85028,33.5849412,-112.0133842,3.5,0,0,0,1,0,0,0,0,0,0,False,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,8
2147,Le Cafe-Creme,1505 Rue Fleury E,Montreal,nan,45.562733,-73.656672,4.5,1,0,0,0,1,0,0,0,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
2148,L'Avenue,3612 Rue Notre-Dame O,Montreal,nan,45.4796017581,-73.5808397256,4.5,1,0,0,0,1,0,0,0,0,0,True,2,nan,False,casual,False,True,full_bar,False,no,average,nan,nan,False,12
2149,Restaurant Gandhi,230 Rue Saint-Paul O,Montreal,H2Y 1Z9,45.502148,-73.555503,4.0,1,0,0,0,0,0,0,0,0,0,True,2,nan,False,casual,True,True,beer_and_wine,True,no,average,nan,nan,nan,41
2150,Magnan,2602 Rue Saint-Patrick,Montreal,nan,45.4794934,-73.5718683,3.5,0,0,0,0,0,0,0,0,0,0,False,3,nan,True,casual,True,True,full_bar,True,no,average,nan,nan,nan,213
2151,Circle K,3403 N 19th Ave,Phoenix,85015,33.4874674,-112.0993349,1.5,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74
2152,Carre Confiseries,1455 Rue Peel,Montreal,H3A 1T5,45.500995,-73.573754,5.0,1,0,0,0,0,0,0,0,0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
2153,Pezzano's Pizza,3130 E Union Hills Dr,Phoenix,85050,33.6556294,-112.015465,4.0,0,0,0,1,0,0,0,1,0,0,True,2,True,True,casual,True,True,beer_and_wine,True,no,average,nan,nan,nan,15
2154,Appetite Xpress,"507 W Thomas Rd, Ste A",Phoenix,85013,33.4800301695,-112.0809593479,4.0,0,0,0,0,1,0,1,0,0,0,True,2,True,False,casual,True,True,none,True,free,quiet,nan,nan,nan,4
2155,Culver's,4506 E Cactus Rd,Phoenix,85032,33.6002388,-111.9863276,3.0,0,1,1,0,0,0,0,0,0,0,True,1,True,True,casual,False,True,none,True,no,average,nan,nan,nan,8
2156,Food City,4727 E Southern Ave,Phoenix,85042,33.3918314,-111.9793567,2.5,1,0,0,0,0,0,0,0,0,0,nan,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92
2157,Big Rice Kitchen,5132 W McDowell Rd,Phoenix,85035,33.4659755,-112.1706208,4.0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46
2158,Corleone's,10637 N Tatum Blvd,Phoenix,85028,33.5838994836,-111.976882521,3.0,0,1,0,1,0,0,0,1,0,0,True,1,True,True,casual,False,True,beer_and_wine,True,no,average,nan,nan,nan,30
2159,Al Dar Restaurant,1221 Rue MacKay,Montreal,nan,45.4954698,-73.5756428,4.0,0,0,0,0,0,0,0,0,0,0,False,2,nan,False,casual,False,True,none,True,free,average,nan,nan,nan,4
2160,56th St Deli & Market,5619 E Indian School Rd,Phoenix,85018,33.4888232,-111.959853,4.5,1,0,0,0,0,0,0,0,0,0,True,1,True,True,casual,False,False,nan,True,no,nan,nan,nan,nan,53
2161,The Sweetness,1020 N 1st Ave,Phoenix,85003,33.4593891,-112.0742454,4.5,0,0,0,0,0,0,1,0,0,0,True,1,False,True,casual,False,True,none,False,no,quiet,nan,nan,nan,8
2162,Java U,5620 Chemin de la Cote-des-Neiges,Montreal,nan,45.4980604558,-73.6267370581,3.5,1,0,1,0,0,0,0,0,0,1,nan,1,nan,nan,nan,False,True,nan,nan,nan,nan,nan,nan,nan,23
2163,Wrap Kings,1502 Rue de Bleury,Montreal,nan,45.506903,-73.5684383,4.5,1,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
2164,Engaufrez-vous,8 Rue Rachel E,Montreal,H2W 1C5,45.518211,-73.5812542368,4.0,1,0,0,0,1,0,0,0,0,0,True,2,nan,False,casual,True,True,beer_and_wine,False,free,quiet,nan,nan,True,7
2165,Rubio's Coastal Grill,540 W McDowell Rd,Phoenix,85003,33.4660624,-112.0820327,3.5,1,0,0,0,0,1,0,0,0,0,True,1,True,True,casual,False,True,beer_and_wine,False,no,average,nan,nan,nan,5
2166,Grill 36,3636 E Baseline Rd,Phoenix,85042,33.3808164,-112.0057638,2.5,1,1,0,0,0,0,1,0,0,0,True,3,True,True,casual,True,True,nan,nan,nan,average,nan,nan,nan,458
2167,Tommy,151 Rue Saint-Paul O,Montreal,H2Y 1Z5,45.5035116,-73.554991,3.5,1,0,0,0,1,0,0,0,0,1,True,nan,nan,nan,nan,False,True,nan,nan,nan,nan,nan,nan,nan,4
2168,Circa 1900,628 E Adams St.,Phoenix,85004,33.4493777,-112.0656259,3.5,0,0,0,0,0,0,1,0,0,0,False,3,True,nan,dressy,True,nan,nan,nan,nan,nan,nan,nan,nan,12
2169,Quiessence At The Farm,6106 S 32nd St,Phoenix,85042,33.391820399,-112.013379619,3.5,1,0,0,0,0,0,1,1,0,0,False,4,True,True,dressy,True,True,full_bar,False,no,quiet,nan,nan,nan,117
2170,Royal Punjab,1652 Rue Ontario Est,Montreal,H2L 1S7,45.5251258,-73.5596716,3.0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,casual,False,True,nan,nan,nan,nan,nan,nan,nan,30
2171,Our Gang Sports Saloon & Grill,9832 N 7th St,Phoenix,85020,33.5758589,-112.0653341,3.0,0,0,0,0,0,0,1,0,0,0,False,2,True,False,casual,True,True,full_bar,True,free,loud,nan,nan,nan,41
2172,Dunkin',2322 E. Thomas Rd,Phoenix,85016,33.4807355,-112.0315685,2.5,1,0,0,0,0,0,0,0,0,1,nan,1,True,True,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,85
2173,Wongs To Go,5219 S 7th St,Phoenix,85040,33.3988083,-112.0643361,4.0,0,0,0,0,0,0,0,0,0,0,True,1,True,False,casual,False,True,nan,False,no,average,nan,nan,nan,4
2174,Nobuo At Teeter House,622 E Adams St,Phoenix,85004,33.4495554434,-112.06568217,4.0,1,0,0,0,0,0,0,0,1,0,False,3,True,True,casual,True,False,full_bar,False,free,quiet,nan,nan,nan,20
2175,Cafe Saint-Henri,7335 Rue du Mile End,Montreal,nan,45.5323704,-73.6232292,4.5,1,0,0,0,1,0,0,0,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92
2176,Scratch Culinary Meal Prep,2601 S 24th St,Phoenix,85034,33.4235968,-112.0300315,4.5,1,0,0,0,0,0,0,0,0,0,True,2,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177
2177,Taco Monkland,5641 Avenue de Monkland,Montreal,H4A 1E2,45.475347,-73.623264,3.5,0,0,0,0,0,1,0,0,0,0,nan,nan,nan,True,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,3
2178,Pizza Hut,"2835 N 16th St, Ste 103",Phoenix,85006,33.479506,-112.046931,2.0,1,0,0,1,0,0,0,1,0,0,True,1,True,False,casual,False,False,none,True,nan,nan,nan,nan,nan,45
2179,Pizzario Catering,2206 E Magnolia St,Phoenix,85034,33.4229091,-112.0349956,4.5,0,1,1,1,1,0,1,1,0,0,nan,nan,True,False,nan,False,nan,none,True,no,nan,nan,False,False,345
2180,Below Freezing Thai Ice Cream Rolls,"18631 N 19th Ave, Ste 150",Phoenix,85027,33.6558418,-112.0985274,2.0,1,0,0,0,0,0,0,0,0,0,nan,1,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
2181,OM Indian Bistro,"18631 N 19th Ave, Ste 150",Phoenix,85027,33.6552729091,-112.0982157728,2.5,1,0,0,0,0,0,0,0,0,0,True,1,True,False,casual,False,True,none,True,no,average,nan,nan,nan,7
2182,Fatso's Pizza,3131 E Thunderbird Rd,Phoenix,85032,33.6097361674,-112.0137622569,3.5,1,0,0,1,0,0,0,1,0,0,True,2,True,True,casual,True,True,full_bar,True,free,average,nan,nan,nan,88
2183,Tim Hortons,5900 Rue Sherbrooke E,Montreal,nan,45.5759649695,-73.5470700648,3.0,1,0,1,0,1,0,0,0,0,1,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48
2184,The Coffee Bean & Tea Leaf,"20235 N Cave Creek Rd, Ste 115",Phoenix,85024,33.6713751,-112.0300171,4.0,1,0,0,0,0,0,0,0,0,1,nan,1,True,True,nan,nan,nan,nan,nan,free,nan,nan,nan,nan,1
2185,Marcel's Bar & Grill,3130 E Union Hills Dr,Phoenix,85050,33.6554950559,-112.0155072212,3.5,1,0,0,0,0,0,1,0,0,0,False,2,True,True,casual,False,True,full_bar,True,free,average,nan,nan,nan,15
2186,Tony Pizzeria Italian Restaurant,1546 W Bell Rd,Phoenix,85023,33.6403359,-112.0936168,3.5,0,0,0,1,0,0,0,1,0,0,True,2,True,True,casual,nan,True,none,False,no,quiet,nan,nan,nan,27
2187,Teavana,2502 E Camelback Rd,Phoenix,85016,33.5105568371,-112.0288597049,4.0,0,0,0,0,0,0,0,0,0,1,nan,2,True,False,nan,nan,nan,nan,nan,no,nan,nan,nan,nan,15
2188,Long John Silver's,1906 W Bell Rd,Phoenix,85023,33.640452,-112.1004296,3.5,1,0,0,0,0,0,0,0,0,0,True,1,True,False,casual,False,True,none,True,no,average,nan,nan,nan,39
2189,Eggs Frutti,"6710 Rue Saint-Jacques O, Suite 101",Montreal,nan,45.458505,-73.6262182,3.5,1,0,0,0,1,0,0,0,0,0,True,2,nan,False,casual,False,True,none,True,no,average,nan,nan,nan,29
2190,Simmer Huang,2045 Rue Bishop,Montreal,H3G 2E8,45.4977436,-73.5782733,3.5,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,True,True,nan,nan,nan,nan,nan,nan,nan,14
